[ -1:000]                : Rank 1 is running on comet-06-68.sdsc.edu
[ -1:000]                : Rank 0 is running on comet-06-68.sdsc.edu
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 240
[  0:001] init_pprintf   : My dest: 1	My source: 3	My_num_part: 240
Initalizing particles linear on 0 to 240
Initalizing particles linear on 240 to 480
[ -1:000]                : Rank 3 is running on comet-20-02.sdsc.edu
[  3:001] init_pprintf   : My dest: 0	My source: 2	My_num_part: 240
[ -1:000]                : Rank 2 is running on comet-20-02.sdsc.edu
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 240
Initalizing particles linear on 480 to 720
Initalizing particles linear on 720 to 960
Iteration 0:	0.0997748375 seconds	0.0000000000 seconds
Iteration 0:	0.0579581261 seconds	0.0000000000 seconds
Iteration 0:	0.0579278469 seconds	0.0000000000 seconds
Iteration 0:	0.1002221107 seconds	0.0000000000 seconds
Iteration 1:	0.0005609989 seconds	0.0000000000 seconds
Iteration 1:	0.0002858639 seconds	0.0000000000 seconds
Iteration 1:	0.0005609989 seconds	0.0000000000 seconds
Iteration 1:	0.0003719330 seconds	0.0000000000 seconds
Iteration 2:	0.0003168583 seconds	0.0000000000 seconds
Iteration 2:	0.0003480911 seconds	0.0000000000 seconds
Iteration 2:	0.0003130436 seconds	0.0000000000 seconds
Iteration 2:	0.0003440380 seconds	0.0000000000 seconds
Iteration 3:	0.0002949238 seconds	0.0000000000 seconds
Iteration 3:	0.0003209114 seconds	0.0000000000 seconds
Iteration 3:	0.0003170967 seconds	0.0000000000 seconds
Iteration 3:	0.0002849102 seconds	0.0000000000 seconds
Iteration 4:	0.0003099442 seconds	0.0000000000 seconds
Iteration 4:	0.0003371239 seconds	0.0000000000 seconds
Iteration 4:	0.0003371239 seconds	0.0000000000 seconds
Iteration 4:	0.0003070831 seconds	0.0000009537 seconds
Iteration 5:	0.0003218651 seconds	0.0000000000 seconds
Iteration 5:	0.0002970695 seconds	0.0000009537 seconds
Iteration 5:	0.0002930164 seconds	0.0000000000 seconds
Iteration 5:	0.0003211498 seconds	0.0000000000 seconds
Iteration 6:	0.0003180504 seconds	0.0000000000 seconds
Iteration 6:	0.0002899170 seconds	0.0000000000 seconds
Iteration 6:	0.0003268719 seconds	0.0000000000 seconds
Iteration 6:	0.0002970695 seconds	0.0000000000 seconds
Iteration 7:	0.0003180504 seconds	0.0000000000 seconds
Iteration 7:	0.0002939701 seconds	0.0000000000 seconds
Iteration 7:	0.0003139973 seconds	0.0000000000 seconds
Iteration 7:	0.0002868176 seconds	0.0000000000 seconds
Iteration 8:	0.0003359318 seconds	0.0000000000 seconds
Iteration 8:	0.0003089905 seconds	0.0000000000 seconds
Iteration 8:	0.0003359318 seconds	0.0000000000 seconds
Iteration 8:	0.0002908707 seconds	0.0000000000 seconds
Iteration 9:	0.0003209114 seconds	0.0000009537 seconds
Iteration 9:	0.0002939701 seconds	0.0000000000 seconds
Iteration 9:	0.0003151894 seconds	0.0000000000 seconds
Iteration 9:	0.0002810955 seconds	0.0000000000 seconds
Iteration 10:	0.0003159046 seconds	0.0000000000 seconds
Iteration 10:	0.0002939701 seconds	0.0000000000 seconds
Iteration 10:	0.0003221035 seconds	0.0000000000 seconds
Iteration 10:	0.0002999306 seconds	0.0000000000 seconds
Iteration 11:	0.0003180504 seconds	0.0000000000 seconds
Iteration 11:	0.0002949238 seconds	0.0000000000 seconds
Iteration 11:	0.0003199577 seconds	0.0000000000 seconds
Iteration 11:	0.0002770424 seconds	0.0000000000 seconds
Iteration 12:	0.0003221035 seconds	0.0000000000 seconds
Iteration 12:	0.0002949238 seconds	0.0000000000 seconds
Iteration 12:	0.0003159046 seconds	0.0000000000 seconds
Iteration 12:	0.0002901554 seconds	0.0000000000 seconds
Iteration 13:	0.0003240108 seconds	0.0000000000 seconds
Iteration 13:	0.0002930164 seconds	0.0000000000 seconds
Iteration 13:	0.0003230572 seconds	0.0000000000 seconds
Iteration 13:	0.0002760887 seconds	0.0000000000 seconds
Iteration 14:	0.0003149509 seconds	0.0000000000 seconds
Iteration 14:	0.0002920628 seconds	0.0000000000 seconds
Iteration 14:	0.0003211498 seconds	0.0000000000 seconds
Iteration 14:	0.0002970695 seconds	0.0000000000 seconds
Iteration 15:	0.0003159046 seconds	0.0000000000 seconds
Iteration 15:	0.0002930164 seconds	0.0000000000 seconds
Iteration 15:	0.0003120899 seconds	0.0000000000 seconds
Iteration 15:	0.0002801418 seconds	0.0000000000 seconds
Iteration 16:	0.0003249645 seconds	0.0000000000 seconds
Iteration 16:	0.0002989769 seconds	0.0000000000 seconds
Iteration 16:	0.0003230572 seconds	0.0000000000 seconds
Iteration 16:	0.0002911091 seconds	0.0000000000 seconds
Iteration 17:	0.0003228188 seconds	0.0000000000 seconds
Iteration 17:	0.0002949238 seconds	0.0000000000 seconds
Iteration 17:	0.0002751350 seconds	0.0000000000 seconds
Iteration 17:	0.0003240108 seconds	0.0000000000 seconds
Iteration 18:	0.0003168583 seconds	0.0000000000 seconds
Iteration 18:	0.0002899170 seconds	0.0000009537 seconds
Iteration 18:	0.0002949238 seconds	0.0000000000 seconds
Iteration 18:	0.0003190041 seconds	0.0000000000 seconds
Iteration 19:	0.0002939701 seconds	0.0000000000 seconds
Iteration 19:	0.0003218651 seconds	0.0000000000 seconds
Iteration 19:	0.0003149509 seconds	0.0000000000 seconds
Iteration 19:	0.0002920628 seconds	0.0000000000 seconds
Iteration 20:	0.0003540516 seconds	0.0000000000 seconds
Iteration 20:	0.0003271103 seconds	0.0000000000 seconds
Iteration 20:	0.0003051758 seconds	0.0000000000 seconds
Iteration 20:	0.0003509521 seconds	0.0000000000 seconds
Iteration 21:	0.0002951622 seconds	0.0000009537 seconds
Iteration 21:	0.0002710819 seconds	0.0000000000 seconds
Iteration 21:	0.0003030300 seconds	0.0000000000 seconds
Iteration 21:	0.0002768040 seconds	0.0000000000 seconds
Iteration 22:	0.0003528595 seconds	0.0000000000 seconds
Iteration 22:	0.0003249645 seconds	0.0000000000 seconds
Iteration 22:	0.0002920628 seconds	0.0000000000 seconds
Iteration 22:	0.0003540516 seconds	0.0000000000 seconds
Iteration 23:	0.0003070831 seconds	0.0000000000 seconds
Iteration 23:	0.0002779961 seconds	0.0000000000 seconds
Iteration 23:	0.0002751350 seconds	0.0000000000 seconds
Iteration 23:	0.0003070831 seconds	0.0000000000 seconds
Iteration 24:	0.0003459454 seconds	0.0000000000 seconds
Iteration 24:	0.0003030300 seconds	0.0000000000 seconds
Iteration 24:	0.0003409386 seconds	0.0000000000 seconds
Iteration 24:	0.0003168583 seconds	0.0000000000 seconds
Iteration 25:	0.0002958775 seconds	0.0000000000 seconds
Iteration 25:	0.0002720356 seconds	0.0000000000 seconds
Iteration 25:	0.0002980232 seconds	0.0000000000 seconds
Iteration 25:	0.0002748966 seconds	0.0000000000 seconds
Iteration 26:	0.0003359318 seconds	0.0000000000 seconds
Iteration 26:	0.0003099442 seconds	0.0000000000 seconds
Iteration 26:	0.0003309250 seconds	0.0000000000 seconds
Iteration 26:	0.0003058910 seconds	0.0000000000 seconds
Iteration 27:	0.0003161430 seconds	0.0000000000 seconds
Iteration 27:	0.0002892017 seconds	0.0000000000 seconds
Iteration 27:	0.0003149509 seconds	0.0000000000 seconds
Iteration 27:	0.0002710819 seconds	0.0000000000 seconds
Iteration 28:	0.0003099442 seconds	0.0000000000 seconds
Iteration 28:	0.0003368855 seconds	0.0000000000 seconds
Iteration 28:	0.0003061295 seconds	0.0000000000 seconds
Iteration 28:	0.0003380775 seconds	0.0000000000 seconds
Iteration 29:	0.0003190041 seconds	0.0000000000 seconds
Iteration 29:	0.0002930164 seconds	0.0000000000 seconds
Iteration 29:	0.0003139973 seconds	0.0000000000 seconds
Iteration 29:	0.0002939701 seconds	0.0000000000 seconds
Iteration 30:	0.0003268719 seconds	0.0000000000 seconds
Iteration 30:	0.0003049374 seconds	0.0000000000 seconds
Iteration 30:	0.0003340244 seconds	0.0000000000 seconds
Iteration 30:	0.0003039837 seconds	0.0000000000 seconds
Iteration 31:	0.0002930164 seconds	0.0000000000 seconds
Iteration 31:	0.0003159046 seconds	0.0000000000 seconds
Iteration 31:	0.0003111362 seconds	0.0000000000 seconds
Iteration 31:	0.0002810955 seconds	0.0000000000 seconds
Iteration 32:	0.0003371239 seconds	0.0000000000 seconds
Iteration 32:	0.0003120899 seconds	0.0000000000 seconds
Iteration 32:	0.0003089905 seconds	0.0000000000 seconds
Iteration 32:	0.0003349781 seconds	0.0000000000 seconds
Iteration 33:	0.0002920628 seconds	0.0000000000 seconds
Iteration 33:	0.0002710819 seconds	0.0000000000 seconds
Iteration 33:	0.0003020763 seconds	0.0000000000 seconds
Iteration 33:	0.0002789497 seconds	0.0000000000 seconds
Iteration 34:	0.0003128052 seconds	0.0000000000 seconds
Iteration 34:	0.0003399849 seconds	0.0000000000 seconds
Iteration 34:	0.0003380775 seconds	0.0000000000 seconds
Iteration 34:	0.0002930164 seconds	0.0000000000 seconds
Iteration 35:	0.0003209114 seconds	0.0000000000 seconds
Iteration 35:	0.0002951622 seconds	0.0000000000 seconds
Iteration 35:	0.0003130436 seconds	0.0000000000 seconds
Iteration 35:	0.0002880096 seconds	0.0000000000 seconds
Iteration 36:	0.0003130436 seconds	0.0000000000 seconds
Iteration 36:	0.0002899170 seconds	0.0000000000 seconds
Iteration 36:	0.0003199577 seconds	0.0000000000 seconds
Iteration 36:	0.0002920628 seconds	0.0000000000 seconds
Iteration 37:	0.0002920628 seconds	0.0000000000 seconds
Iteration 37:	0.0003180504 seconds	0.0000000000 seconds
Iteration 37:	0.0003111362 seconds	0.0000000000 seconds
Iteration 37:	0.0002851486 seconds	0.0000000000 seconds
Iteration 38:	0.0003089905 seconds	0.0000000000 seconds
Iteration 38:	0.0003330708 seconds	0.0000000000 seconds
Iteration 38:	0.0003321171 seconds	0.0000000000 seconds
Iteration 38:	0.0003070831 seconds	0.0000000000 seconds
Iteration 39:	0.0003149509 seconds	0.0000000000 seconds
Iteration 39:	0.0002918243 seconds	0.0000000000 seconds
Iteration 39:	0.0003111362 seconds	0.0000000000 seconds
Iteration 39:	0.0002851486 seconds	0.0000000000 seconds
Iteration 40:	0.0003149509 seconds	0.0000000000 seconds
Iteration 40:	0.0002889633 seconds	0.0000000000 seconds
Iteration 40:	0.0002908707 seconds	0.0000000000 seconds
Iteration 40:	0.0003221035 seconds	0.0000000000 seconds
Iteration 41:	0.0003230572 seconds	0.0000000000 seconds
Iteration 41:	0.0002951622 seconds	0.0000000000 seconds
Iteration 41:	0.0003159046 seconds	0.0000000000 seconds
Iteration 41:	0.0002808571 seconds	0.0000000000 seconds
Iteration 42:	0.0003170967 seconds	0.0000000000 seconds
Iteration 42:	0.0002920628 seconds	0.0000000000 seconds
Iteration 42:	0.0003168583 seconds	0.0000000000 seconds
Iteration 42:	0.0002892017 seconds	0.0000000000 seconds
Iteration 43:	0.0003139973 seconds	0.0000000000 seconds
Iteration 43:	0.0002899170 seconds	0.0000000000 seconds
Iteration 43:	0.0003089905 seconds	0.0000000000 seconds
Iteration 43:	0.0002880096 seconds	0.0000000000 seconds
Iteration 44:	0.0003230572 seconds	0.0000009537 seconds
Iteration 44:	0.0002999306 seconds	0.0000000000 seconds
Iteration 44:	0.0003259182 seconds	0.0000000000 seconds
Iteration 44:	0.0002889633 seconds	0.0000009537 seconds
Iteration 45:	0.0003149509 seconds	0.0000000000 seconds
Iteration 45:	0.0002911091 seconds	0.0000000000 seconds
Iteration 45:	0.0003128052 seconds	0.0000000000 seconds
Iteration 45:	0.0002830029 seconds	0.0000000000 seconds
Iteration 46:	0.0003371239 seconds	0.0000009537 seconds
Iteration 46:	0.0003130436 seconds	0.0000000000 seconds
Iteration 46:	0.0003330708 seconds	0.0000000000 seconds
Iteration 46:	0.0002908707 seconds	0.0000000000 seconds
Iteration 47:	0.0003039837 seconds	0.0000000000 seconds
Iteration 47:	0.0003318787 seconds	0.0000000000 seconds
Iteration 47:	0.0003271103 seconds	0.0000000000 seconds
Iteration 47:	0.0002980232 seconds	0.0000000000 seconds
Iteration 48:	0.0003309250 seconds	0.0000000000 seconds
Iteration 48:	0.0003080368 seconds	0.0000000000 seconds
Iteration 48:	0.0003280640 seconds	0.0000000000 seconds
Iteration 48:	0.0002999306 seconds	0.0000000000 seconds
Iteration 49:	0.0003199577 seconds	0.0000000000 seconds
Iteration 49:	0.0002961159 seconds	0.0000000000 seconds
Iteration 49:	0.0002801418 seconds	0.0000000000 seconds
Iteration 49:	0.0003271103 seconds	0.0000000000 seconds
Iteration 50:	0.0003190041 seconds	0.0000000000 seconds
Iteration 50:	0.0003440380 seconds	0.0000000000 seconds
Iteration 50:	0.0003571510 seconds	0.0000000000 seconds
Iteration 50:	0.0003321171 seconds	0.0000000000 seconds
Iteration 51:	0.0003130436 seconds	0.0000000000 seconds
Iteration 51:	0.0002920628 seconds	0.0000000000 seconds
Iteration 51:	0.0002939701 seconds	0.0000000000 seconds
Iteration 51:	0.0002708435 seconds	0.0000000000 seconds
Iteration 52:	0.0003139973 seconds	0.0000000000 seconds
Iteration 52:	0.0002899170 seconds	0.0000000000 seconds
Iteration 52:	0.0002918243 seconds	0.0000000000 seconds
Iteration 52:	0.0003190041 seconds	0.0000000000 seconds
Iteration 53:	0.0002930164 seconds	0.0000000000 seconds
Iteration 53:	0.0003190041 seconds	0.0000000000 seconds
Iteration 53:	0.0003139973 seconds	0.0000000000 seconds
Iteration 53:	0.0002810955 seconds	0.0000000000 seconds
Iteration 54:	0.0003321171 seconds	0.0000000000 seconds
Iteration 54:	0.0003151894 seconds	0.0000000000 seconds
Iteration 54:	0.0003421307 seconds	0.0000000000 seconds
Iteration 54:	0.0003089905 seconds	0.0000000000 seconds
Iteration 55:	0.0003080368 seconds	0.0000000000 seconds
Iteration 55:	0.0002870560 seconds	0.0000000000 seconds
Iteration 55:	0.0002748966 seconds	0.0000000000 seconds
Iteration 55:	0.0003030300 seconds	0.0000000000 seconds
Iteration 56:	0.0003089905 seconds	0.0000000000 seconds
Iteration 56:	0.0003368855 seconds	0.0000000000 seconds
Iteration 56:	0.0003299713 seconds	0.0000000000 seconds
Iteration 56:	0.0003070831 seconds	0.0000009537 seconds
Iteration 57:	0.0003149509 seconds	0.0000000000 seconds
Iteration 57:	0.0002930164 seconds	0.0000000000 seconds
Iteration 57:	0.0002830029 seconds	0.0000000000 seconds
Iteration 57:	0.0003077984 seconds	0.0000000000 seconds
Iteration 58:	0.0003101826 seconds	0.0000000000 seconds
